customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group
1687,22,Male,Gloves,Accessories,76,Illinois,L,Red,Fall,3.9,No,Store Pickup,No,No,25,Cash,Annually,Adult
1688,67,Male,Skirt,Clothing,76,Georgia,S,Magenta,Winter,3.5,No,Free Shipping,No,No,3,PayPal,Annually,Young Adult
1689,28,Male,Handbag,Accessories,28,Mississippi,S,Peach,Winter,3,No,Next Day Air,No,No,14,Venmo,Fortnightly,Senior
1690,32,Male,Shirt,Clothing,78,North Carolina,L,Turquoise,Winter,4.5,No,Store Pickup,No,No,38,Bank Transfer,Monthly,Middle-aged
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3,No,Free Shipping,No,No,1,Cash,Annually,Adult
1692,64,Male,Shoes,Footwear,58,Connecticut,L,Blue,Summer,3.3,No,Next Day Air,No,No,4,Cash,Annually,Young Adult
1693,56,Male,Handbag,Accessories,85,Utah,M,Beige,Winter,2.5,No,Standard,No,No,39,Cash,Bi-Weekly,Senior
1694,63,Male,Jacket,Outerwear,85,Tennessee,XL,Olive,Fall,4.6,No,Standard,No,No,44,Bank Transfer,Fortnightly,Adult
1695,20,Male,Shirt,Clothing,66,Mississippi,M,Turquoise,Summer,2.6,No,Express,No,No,23,Debit Card,Fortnightly,Young Adult
1696,54,Male,Hat,Accessories,108,Nebraska,S,Yellow,Fall,4.6,No,2-Day Shipping,No,No,1,PayPal,Fortnightly,Senior
1697,31,Male,Sunglasses,Accessories,67,West Virginia,S,Turquoise,Spring,3.7,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly,Young Adult
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.2,No,Next Day Air,No,No,51,Credit Card,Every 3 Months,Young Adult
1699,25,Male,Belt,Accessories,45,Iowa,XL,Turquoise,Winter,4.6,No,Standard,No,No,43,Bank Transfer,Quarterly,Senior
1700,20,Male,Sweater,Clothing,69,North Dakota,L,Teal,Spring,3.7,No,Free Shipping,No,No,31,Debit Card,Annually,Young Adult
1701,62,Male,Hoodie,Clothing,74,West Virginia,L,Black,Fall,4.1,No,Express,No,No,39,Bank Transfer,Monthly,Young Adult
1702,69,Male,Handbag,Accessories,45,Mississippi,XL,Blue,Winter,3.5,No,Next Day Air,No,No,47,Debit Card,Every 3 Months,Young Adult
1703,54,Male,Jeans,Clothing,84,Alabama,XL,Yellow,Summer,4.9,No,Express,No,No,60,Bank Transfer,Weekly,Middle-aged
1704,39,Male,Backpack,Accessories,24,California,M,Black,Spring,3.9,No,Next Day Air,No,No,13,Bank Transfer,Annually,Young Adult
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.8,No,Store Pickup,No,No,19,Cash,Every 3 Months,Adult
1706,39,Male,Jewelry,Accessories,28,South Dakota,L,Cyan,Summer,3.3,No,2-Day Shipping,No,No,54,Venmo,Bi-Weekly,Senior
1707,37,Male,Sunglasses,Accessories,92,North Dakota,M,Brown,Spring,2.9,No,Standard,No,No,27,Venmo,Fortnightly,Middle-aged
1708,25,Male,Shorts,Clothing,92,Nevada,L,Maroon,Fall,4.8,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly,Young Adult
1709,35,Male,Boots,Footwear,59,Florida,L,Cyan,Spring,3.2,No,Express,No,No,1,Credit Card,Quarterly,Adult
1710,45,Male,Skirt,Clothing,85,Indiana,M,Pink,Winter,3.7,No,Standard,No,No,19,Bank Transfer,Annually,Middle-aged
1711,19,Male,Pants,Clothing,65,Arkansas,XL,Orange,Fall,3.6,No,Store Pickup,No,No,7,Credit Card,Quarterly,Adult
1712,21,Male,T-shirt,Clothing,94,North Carolina,M,Lavender,Spring,4.6,No,Express,No,No,17,Credit Card,Monthly,Young Adult
1713,65,Male,T-shirt,Clothing,81,Illinois,S,Beige,Fall,3.7,No,2-Day Shipping,No,No,9,Cash,Fortnightly,Senior
1714,49,Male,Jacket,Outerwear,25,Missouri,M,Pink,Winter,4.4,No,Free Shipping,No,No,38,PayPal,Quarterly,Middle-aged
1715,30,Male,Jeans,Clothing,68,South Dakota,S,Charcoal,Summer,4.1,No,Standard,No,No,14,Cash,Monthly,Senior
1716,23,Male,Dress,Clothing,70,Idaho,XL,Gray,Spring,3.2,No,2-Day Shipping,No,No,32,PayPal,Bi-Weekly,Adult
1717,69,Male,Blouse,Clothing,52,Connecticut,M,Cyan,Winter,4.6,No,Standard,No,No,32,Cash,Every 3 Months,Adult
1718,29,Male,Hoodie,Clothing,49,Hawaii,L,Orange,Summer,2.7,No,Express,No,No,16,Debit Card,Bi-Weekly,Senior
1719,54,Male,T-shirt,Clothing,107,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,13,PayPal,Every 3 Months,Young Adult
1720,45,Male,Sweater,Clothing,41,Maryland,M,White,Winter,3.2,No,Free Shipping,No,No,9,Venmo,Quarterly,Senior
1721,25,Male,Shorts,Clothing,93,Massachusetts,S,Beige,Winter,2.7,No,Express,No,No,47,Debit Card,Bi-Weekly,Middle-aged
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.1,No,Free Shipping,No,No,25,Credit Card,Monthly,Young Adult
1723,46,Male,T-shirt,Clothing,52,Massachusetts,L,Violet,Summer,3.2,No,Standard,No,No,16,Cash,Fortnightly,Senior
1724,70,Male,Scarf,Accessories,21,New York,XL,Gold,Spring,3.3,No,Standard,No,No,38,PayPal,Annually,Young Adult
1725,42,Male,Shoes,Footwear,74,Delaware,S,Teal,Winter,3.3,No,Free Shipping,No,No,25,PayPal,Weekly,Middle-aged
1726,45,Male,Sunglasses,Accessories,35,Massachusetts,M,Indigo,Spring,2.7,No,Next Day Air,No,No,32,Venmo,Quarterly,Senior
1727,57,Male,Coat,Outerwear,27,Indiana,S,Olive,Summer,2.6,No,Express,No,No,52,Debit Card,Weekly,Senior
1728,49,Male,Blouse,Clothing,56,Virginia,S,Violet,Spring,3.9,No,Express,No,No,21,PayPal,Monthly,Senior
1729,23,Male,Jeans,Clothing,51,Wyoming,L,Black,Fall,4.1,No,Express,No,No,1,Debit Card,Every 3 Months,Senior
1730,47,Male,Shorts,Clothing,25,Illinois,M,Brown,Winter,3.6,No,Store Pickup,No,No,12,Venmo,Fortnightly,Senior
1731,23,Male,Shirt,Clothing,23,Alabama,S,Silver,Fall,4,No,Free Shipping,No,No,30,Credit Card,Weekly,Young Adult
1732,21,Male,Backpack,Accessories,89,Idaho,M,Gray,Fall,3,No,Next Day Air,No,No,11,Cash,Monthly,Senior
1733,45,Male,Belt,Accessories,54,Rhode Island,S,Charcoal,Winter,2.3,No,Free Shipping,No,No,41,Cash,Every 3 Months,Senior
1734,67,Male,Blouse,Clothing,82,New York,L,Black,Summer,3.3,No,Express,No,No,20,Credit Card,Annually,Young Adult
1735,31,Male,Jeans,Clothing,104,Missouri,L,Brown,Spring,2.9,No,Next Day Air,No,No,14,PayPal,Quarterly,Middle-aged
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,No,Express,No,No,31,Venmo,Annually,Senior
1737,57,Male,Shorts,Clothing,57,Tennessee,M,Purple,Summer,2.5,No,2-Day Shipping,No,No,50,Cash,Quarterly,Young Adult
1738,42,Male,Jewelry,Accessories,91,Ohio,L,Gray,Summer,4.1,No,Store Pickup,No,No,53,Venmo,Bi-Weekly,Middle-aged
1739,60,Male,Handbag,Accessories,65,Tennessee,M,Green,Spring,2.7,No,2-Day Shipping,No,No,43,Credit Card,Weekly,Senior
1740,21,Male,Jewelry,Accessories,115,Minnesota,L,Silver,Winter,4.2,No,Express,No,No,27,Cash,Weekly,Senior
1741,69,Male,Pants,Clothing,22,Wisconsin,L,Charcoal,Fall,3.1,No,Next Day Air,No,No,11,Bank Transfer,Every 3 Months,Adult
1742,41,Male,Pants,Clothing,55,Delaware,XL,Teal,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,Monthly,Young Adult
1743,51,Male,Sandals,Footwear,82,Kansas,XL,White,Spring,4.1,No,Express,No,No,18,Venmo,Every 3 Months,Senior
1744,23,Male,Skirt,Clothing,82,Missouri,XL,Brown,Winter,3.1,No,Standard,No,No,3,Bank Transfer,Weekly,Senior
1745,57,Male,Sunglasses,Accessories,65,Michigan,L,Teal,Winter,2.8,No,Standard,No,No,24,PayPal,Weekly,Middle-aged
1746,40,Male,Skirt,Clothing,30,West Virginia,L,Red,Winter,3.4,No,Store Pickup,No,No,30,Cash,Weekly,Middle-aged
1747,65,Male,Handbag,Accessories,45,Alabama,L,Brown,Summer,2.9,No,Store Pickup,No,No,53,Bank Transfer,Fortnightly,Young Adult
1748,61,Male,Coat,Outerwear,25,New Hampshire,M,Yellow,Winter,2.8,No,Express,No,No,44,Venmo,Quarterly,Young Adult
1749,34,Male,Skirt,Clothing,101,Montana,L,Teal,Winter,3.7,No,2-Day Shipping,No,No,41,Bank Transfer,Annually,Middle-aged
1750,43,Male,Hoodie,Clothing,76,Wyoming,L,Pink,Fall,3.1,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months,Young Adult
1751,31,Male,Sunglasses,Accessories,76,Missouri,M,White,Fall,2.9,No,Express,No,No,40,Venmo,Every 3 Months,Middle-aged
1752,57,Male,Sweater,Clothing,45,Ohio,M,Silver,Winter,3,No,2-Day Shipping,No,No,30,Cash,Annually,Adult
1753,34,Male,Boots,Footwear,30,South Dakota,L,Blue,Winter,3.2,No,Store Pickup,No,No,14,Venmo,Quarterly,Young Adult
1754,25,Male,Skirt,Clothing,26,Colorado,L,Black,Fall,4.7,No,Next Day Air,No,No,26,Credit Card,Fortnightly,Young Adult
1755,66,Male,Dress,Clothing,99,Massachusetts,S,Beige,Fall,3.7,No,2-Day Shipping,No,No,20,Credit Card,Fortnightly,Young Adult
1756,56,Male,Belt,Accessories,22,Delaware,XL,Charcoal,Spring,4.4,No,Next Day Air,No,No,48,Cash,Monthly,Middle-aged
1757,49,Male,Jewelry,Accessories,57,New Hampshire,S,Cyan,Fall,2.5,No,Free Shipping,No,No,16,Bank Transfer,Weekly,Senior
1758,19,Male,Dress,Clothing,102,Michigan,L,Yellow,Fall,3.4,No,Standard,No,No,44,Debit Card,Annually,Young Adult
1759,27,Male,Hat,Accessories,65,Pennsylvania,M,Silver,Winter,4.1,No,Free Shipping,No,No,21,Venmo,Bi-Weekly,Adult
1760,68,Male,Sweater,Clothing,63,Louisiana,L,Green,Spring,3.7,No,Next Day Air,No,No,1,PayPal,Weekly,Young Adult
1761,20,Male,Skirt,Clothing,49,Minnesota,XL,Peach,Spring,3.5,No,Standard,No,No,46,PayPal,Weekly,Young Adult
1762,21,Male,Hoodie,Clothing,102,Hawaii,S,Green,Fall,4.8,No,2-Day Shipping,No,No,27,Cash,Weekly,Senior
1763,36,Male,Sandals,Footwear,41,Idaho,M,Brown,Summer,2.9,No,Express,No,No,43,Bank Transfer,Fortnightly,Adult
1764,37,Male,Jewelry,Accessories,92,Vermont,M,Lavender,Winter,3.7,No,Store Pickup,No,No,26,PayPal,Annually,Adult
1765,61,Male,Dress,Clothing,54,Delaware,M,Charcoal,Summer,2.7,No,Store Pickup,No,No,35,Venmo,Quarterly,Middle-aged
1766,68,Male,Hoodie,Clothing,86,New Mexico,M,Orange,Spring,4,No,2-Day Shipping,No,No,36,Venmo,Quarterly,Senior
1767,60,Male,Sweater,Clothing,65,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,24,Cash,Bi-Weekly,Senior
1768,69,Male,Jewelry,Accessories,92,Minnesota,L,Lavender,Fall,3.7,No,2-Day Shipping,No,No,48,Debit Card,Fortnightly,Middle-aged
1769,25,Male,Sandals,Footwear,44,Nebraska,M,Indigo,Summer,3.8,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months,Young Adult
1770,32,Male,Socks,Clothing,83,Alaska,L,Brown,Winter,4.2,No,Free Shipping,No,No,46,Cash,Monthly,Senior
1771,53,Male,Backpack,Accessories,23,Michigan,M,Pink,Fall,4.1,No,Express,No,No,44,Bank Transfer,Weekly,Young Adult
1772,46,Male,Shirt,Clothing,93,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,8,Credit Card,Annually,Middle-aged
1773,58,Male,Shoes,Footwear,32,Hawaii,M,Gold,Summer,2.9,No,2-Day Shipping,No,No,1,Bank Transfer,Annually,Senior
1774,21,Male,Coat,Outerwear,91,West Virginia,M,Blue,Summer,2.6,No,Free Shipping,No,No,18,PayPal,Annually,Adult
1775,46,Male,Sweater,Clothing,77,New York,M,Lavender,Spring,3.5,No,Express,No,No,7,PayPal,Weekly,Middle-aged
1776,18,Male,Jacket,Outerwear,45,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly,Adult
1777,56,Male,Jacket,Outerwear,61,Arizona,L,Cyan,Summer,3.3,No,Free Shipping,No,No,12,Venmo,Every 3 Months,Adult
1778,18,Male,Sneakers,Footwear,47,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Fortnightly,Adult
1779,49,Male,Belt,Accessories,99,Texas,M,Red,Winter,4.6,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly,Young Adult
1780,29,Male,Scarf,Accessories,65,Virginia,M,Charcoal,Winter,4.1,No,Free Shipping,No,No,46,Venmo,Weekly,Senior
1781,67,Male,Jewelry,Accessories,74,North Dakota,S,Gray,Summer,4.1,No,Next Day Air,No,No,48,Credit Card,Weekly,Middle-aged
1782,31,Male,T-shirt,Clothing,34,Iowa,M,Pink,Fall,3.6,No,Express,No,No,49,Bank Transfer,Quarterly,Senior
1783,52,Male,Pants,Clothing,85,Utah,M,Lavender,Fall,2.4,No,Next Day Air,No,No,47,Bank Transfer,Fortnightly,Senior
1784,42,Male,Handbag,Accessories,55,Ohio,L,Lavender,Winter,3.2,No,Free Shipping,No,No,33,Credit Card,Monthly,Senior
1785,32,Male,Backpack,Accessories,31,Louisiana,L,Yellow,Summer,4.8,No,Standard,No,No,4,Debit Card,Quarterly,Senior
1786,47,Male,Gloves,Accessories,28,Iowa,S,Peach,Fall,3.9,No,Next Day Air,No,No,22,Venmo,Monthly,Adult
1787,45,Male,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.3,No,2-Day Shipping,No,No,22,Venmo,Monthly,Adult
1788,20,Male,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,No,11,Bank Transfer,Quarterly,Middle-aged
1789,66,Male,Blouse,Clothing,41,Illinois,L,Pink,Summer,3,No,Store Pickup,No,No,22,Cash,Bi-Weekly,Adult
1790,52,Male,Blouse,Clothing,37,Arizona,L,Peach,Spring,2.7,No,2-Day Shipping,No,No,45,Debit Card,Quarterly,Middle-aged
1791,50,Male,Gloves,Accessories,23,North Carolina,S,Violet,Summer,3.6,No,Store Pickup,No,No,31,PayPal,Bi-Weekly,Young Adult
1792,62,Male,Jeans,Clothing,106,Montana,S,Purple,Winter,4,No,Store Pickup,No,No,40,Cash,Annually,Young Adult
1793,38,Male,Sneakers,Footwear,61,Iowa,M,Peach,Fall,2.8,No,Express,No,No,24,Debit Card,Every 3 Months,Middle-aged
1794,65,Male,Hat,Accessories,99,Iowa,S,White,Fall,3.5,No,Store Pickup,No,No,40,Cash,Every 3 Months,Young Adult
1795,60,Male,Backpack,Accessories,41,Ohio,L,Indigo,Spring,3.6,No,Express,No,No,21,Debit Card,Fortnightly,Adult
1796,68,Male,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,3.7,No,2-Day Shipping,No,No,10,Debit Card,Fortnightly,Middle-aged
1797,62,Male,Skirt,Clothing,35,South Carolina,S,Brown,Spring,2.9,No,Store Pickup,No,No,39,Venmo,Weekly,Senior
1798,62,Male,Belt,Accessories,34,Oregon,L,Maroon,Spring,3.9,No,2-Day Shipping,No,No,29,Venmo,Weekly,Young Adult
1799,40,Male,Dress,Clothing,93,North Dakota,L,Magenta,Winter,3.4,No,Express,No,No,1,Cash,Weekly,Young Adult
1800,32,Male,Hoodie,Clothing,50,California,M,Charcoal,Fall,3.8,No,Express,No,No,55,Venmo,Weekly,Young Adult
1801,22,Male,Coat,Outerwear,69,Mississippi,XL,Indigo,Winter,2.6,No,Express,No,No,35,Credit Card,Weekly,Middle-aged
1802,33,Male,Sweater,Clothing,58,New Jersey,M,Turquoise,Spring,3.7,No,Express,No,No,56,Debit Card,Fortnightly,Senior
1803,57,Male,Shorts,Clothing,100,Rhode Island,L,Turquoise,Winter,2.5,No,Store Pickup,No,No,30,Venmo,Bi-Weekly,Young Adult
1804,60,Male,Sneakers,Footwear,88,New Hampshire,S,Gray,Summer,3.5,No,Free Shipping,No,No,41,Venmo,Fortnightly,Senior
1805,30,Male,Sweater,Clothing,41,Louisiana,L,Peach,Winter,4.4,No,Next Day Air,No,No,42,Credit Card,Weekly,Middle-aged
1806,41,Male,T-shirt,Clothing,58,Arizona,L,Gold,Spring,4.8,No,Store Pickup,No,No,56,Debit Card,Weekly,Adult
1807,58,Male,Handbag,Accessories,71,Rhode Island,M,Green,Fall,3.6,No,Standard,No,No,25,Venmo,Annually,Middle-aged
1808,34,Male,Sneakers,Footwear,46,Vermont,L,Gold,Summer,3.3,No,Standard,No,No,36,Venmo,Fortnightly,Young Adult
1809,67,Male,Jacket,Outerwear,67,Tennessee,M,Lavender,Spring,4,No,Next Day Air,No,No,7,Debit Card,Monthly,Adult
1810,58,Male,Backpack,Accessories,108,Alaska,S,Blue,Fall,3.3,No,Free Shipping,No,No,7,Debit Card,Fortnightly,Adult
1811,41,Male,Jeans,Clothing,28,Maryland,M,Magenta,Fall,2.6,No,Standard,No,No,17,Cash,Bi-Weekly,Young Adult
1812,42,Male,Belt,Accessories,76,Wisconsin,L,Blue,Summer,3.6,No,Standard,No,No,31,Bank Transfer,Annually,Adult
1813,50,Male,Boots,Footwear,67,Nevada,S,Blue,Summer,4.9,No,Express,No,No,17,PayPal,Bi-Weekly,Adult
1814,40,Male,Shorts,Clothing,66,Illinois,M,Olive,Spring,3.4,No,Free Shipping,No,No,30,PayPal,Weekly,Senior
1815,32,Male,Jeans,Clothing,89,Montana,M,White,Summer,3.6,No,Free Shipping,No,No,27,Cash,Quarterly,Adult
1816,51,Male,Shoes,Footwear,74,New Mexico,L,White,Winter,4.2,No,2-Day Shipping,No,No,44,Credit Card,Every 3 Months,Middle-aged
1817,26,Male,Hat,Accessories,69,Virginia,M,Purple,Summer,3.7,No,Express,No,No,4,Cash,Weekly,Senior
1818,32,Male,T-shirt,Clothing,26,Delaware,M,White,Summer,4.6,No,Free Shipping,No,No,23,Cash,Weekly,Adult
1819,58,Male,Sunglasses,Accessories,40,North Carolina,M,White,Fall,3.5,No,Express,No,No,49,Debit Card,Every 3 Months,Adult
1820,51,Male,Socks,Clothing,83,Nevada,S,Peach,Spring,4.4,No,Next Day Air,No,No,50,Cash,Quarterly,Adult
1821,19,Male,Shirt,Clothing,97,Washington,XL,Gold,Fall,5,No,Express,No,No,34,PayPal,Monthly,Young Adult
1822,57,Male,Shorts,Clothing,54,Maine,M,Teal,Spring,2.5,No,Express,No,No,28,PayPal,Quarterly,Young Adult
1823,66,Male,Shirt,Clothing,82,Connecticut,S,Cyan,Summer,4.2,No,Standard,No,No,3,Cash,Annually,Senior
1824,62,Male,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,No,39,Bank Transfer,Bi-Weekly,Senior
1825,58,Male,Pants,Clothing,51,Illinois,XL,Magenta,Winter,3.7,No,Express,No,No,33,Cash,Monthly,Senior
1826,23,Male,Boots,Footwear,83,South Dakota,M,Pink,Winter,4.8,No,Next Day Air,No,No,46,Credit Card,Weekly,Middle-aged
1827,45,Male,T-shirt,Clothing,61,Indiana,M,Turquoise,Winter,4,No,Express,No,No,38,Debit Card,Annually,Middle-aged
1828,20,Male,T-shirt,Clothing,39,Vermont,S,Pink,Spring,4.8,No,2-Day Shipping,No,No,30,Bank Transfer,Weekly,Young Adult
1829,33,Male,Coat,Outerwear,81,New Hampshire,L,Gray,Spring,3.6,No,Express,No,No,43,Cash,Every 3 Months,Adult
1830,30,Male,Hat,Accessories,98,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,No,55,Credit Card,Quarterly,Senior
1831,50,Male,Sunglasses,Accessories,89,Kansas,M,Blue,Winter,4.7,No,Express,No,No,7,Venmo,Annually,Senior
1832,62,Male,Blouse,Clothing,70,Maine,M,Cyan,Summer,3.2,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,Senior
1833,69,Male,Jewelry,Accessories,32,Louisiana,M,Blue,Fall,4.4,No,Free Shipping,No,No,47,Cash,Monthly,Young Adult
1834,34,Male,Jewelry,Accessories,55,Louisiana,M,Yellow,Spring,4.4,No,2-Day Shipping,No,No,19,PayPal,Fortnightly,Adult
1835,49,Male,Skirt,Clothing,33,Indiana,M,Charcoal,Summer,3.9,No,2-Day Shipping,No,No,45,Venmo,Fortnightly,Adult
1836,65,Male,Scarf,Accessories,79,Kentucky,M,Lavender,Fall,2.9,No,2-Day Shipping,No,No,48,Credit Card,Quarterly,Senior
1837,66,Male,Pants,Clothing,51,South Carolina,M,Teal,Fall,3.9,No,2-Day Shipping,No,No,38,Credit Card,Monthly,Young Adult
1838,41,Male,Hat,Accessories,84,Montana,M,Beige,Winter,4.6,No,Free Shipping,No,No,7,Venmo,Monthly,Middle-aged
1839,37,Male,Gloves,Accessories,25,Vermont,L,Blue,Fall,3.8,No,Next Day Air,No,No,10,Credit Card,Quarterly,Adult
1840,32,Male,Shirt,Clothing,83,Mississippi,XL,Purple,Winter,3.5,No,Store Pickup,No,No,30,Cash,Annually,Senior
1841,42,Male,Sandals,Footwear,105,Wyoming,M,Gold,Winter,2.4,No,Store Pickup,No,No,48,Bank Transfer,Every 3 Months,Middle-aged
1842,31,Male,Socks,Clothing,56,Vermont,L,Blue,Winter,2.9,No,Standard,No,No,7,PayPal,Every 3 Months,Young Adult
1843,61,Male,Handbag,Accessories,74,Alabama,M,Black,Summer,4.3,No,Express,No,No,1,Debit Card,Annually,Young Adult
1844,36,Male,Jacket,Outerwear,79,Kentucky,M,Charcoal,Fall,4.6,No,Next Day Air,No,No,34,Credit Card,Monthly,Senior
1845,60,Male,Shorts,Clothing,27,South Dakota,M,Purple,Spring,2.6,No,2-Day Shipping,No,No,30,Credit Card,Annually,Senior
1846,51,Male,Sandals,Footwear,80,Delaware,M,Orange,Winter,2.7,No,2-Day Shipping,No,No,42,Bank Transfer,Quarterly,Senior
1847,68,Male,Scarf,Accessories,55,Wisconsin,M,Yellow,Summer,2.6,No,Standard,No,No,9,Venmo,Quarterly,Adult
1848,46,Male,Sandals,Footwear,94,Arizona,XL,Cyan,Summer,4.3,No,Free Shipping,No,No,57,Credit Card,Weekly,Young Adult
1849,19,Male,Jeans,Clothing,83,Maine,XL,Yellow,Winter,2.7,No,Express,No,No,33,Cash,Every 3 Months,Adult
1850,30,Male,Skirt,Clothing,44,New Mexico,M,Maroon,Winter,4.3,No,Store Pickup,No,No,37,Bank Transfer,Monthly,Adult
1851,51,Male,Gloves,Accessories,79,Wyoming,S,Black,Winter,2.8,No,Store Pickup,No,No,60,Debit Card,Weekly,Senior
1852,28,Male,Skirt,Clothing,91,Delaware,S,Lavender,Fall,3.1,No,Free Shipping,No,No,4,Bank Transfer,Fortnightly,Young Adult
1853,41,Male,Sweater,Clothing,81,Pennsylvania,XL,Violet,Winter,3.7,No,Store Pickup,No,No,38,Cash,Weekly,Middle-aged
1854,29,Male,Blouse,Clothing,71,North Dakota,XL,Olive,Spring,2.8,No,Express,No,No,13,PayPal,Fortnightly,Middle-aged
1855,25,Male,Sweater,Clothing,65,Kentucky,M,Teal,Spring,3.7,No,Express,No,No,48,Credit Card,Annually,Adult
1856,60,Male,Shirt,Clothing,75,Rhode Island,XL,Teal,Spring,4.5,No,Standard,No,No,8,Cash,Annually,Senior
1857,63,Male,Jewelry,Accessories,58,Arizona,XL,Beige,Summer,3,No,Free Shipping,No,No,32,PayPal,Bi-Weekly,Middle-aged
1858,51,Male,T-shirt,Clothing,82,Colorado,L,Maroon,Summer,3.9,No,Next Day Air,No,No,31,Cash,Monthly,Senior
1859,22,Male,Scarf,Accessories,71,Maine,S,Peach,Spring,4.8,No,2-Day Shipping,No,No,7,Debit Card,Annually,Young Adult
1860,54,Male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.6,No,Store Pickup,No,No,33,Debit Card,Fortnightly,Middle-aged
1861,18,Male,T-shirt,Clothing,62,Kansas,M,Silver,Summer,4.6,No,Next Day Air,No,No,4,Credit Card,Monthly,Young Adult
1862,29,Male,Sneakers,Footwear,65,South Dakota,S,Peach,Fall,3.6,No,Standard,No,No,18,Debit Card,Monthly,Senior
1863,59,Male,Gloves,Accessories,40,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,No,11,PayPal,Fortnightly,Middle-aged
1864,25,Male,Sandals,Footwear,20,Connecticut,L,Orange,Spring,4.1,No,2-Day Shipping,No,No,39,Debit Card,Monthly,Middle-aged
1865,19,Male,Backpack,Accessories,80,Wyoming,S,Cyan,Fall,3.1,No,2-Day Shipping,No,No,21,Venmo,Quarterly,Middle-aged
1866,56,Male,Pants,Clothing,56,Missouri,S,Silver,Summer,3.8,No,Store Pickup,No,No,14,Bank Transfer,Monthly,Middle-aged
1867,31,Male,T-shirt,Clothing,50,Alaska,XL,Gold,Winter,4.1,No,Standard,No,No,10,Credit Card,Fortnightly,Adult
1868,45,Male,Skirt,Clothing,57,Delaware,M,Brown,Fall,3.1,No,2-Day Shipping,No,No,20,Venmo,Quarterly,Young Adult
1869,23,Male,Gloves,Accessories,56,Indiana,M,Silver,Spring,4.4,No,Next Day Air,No,No,46,Cash,Fortnightly,Young Adult
1870,18,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.7,No,2-Day Shipping,No,No,14,Debit Card,Every 3 Months,Middle-aged
1871,43,Male,Blouse,Clothing,95,Wyoming,L,Violet,Spring,4.2,No,Store Pickup,No,No,33,Debit Card,Fortnightly,Middle-aged
1872,56,Male,Jeans,Clothing,99,Illinois,XL,Violet,Fall,2.5,No,Standard,No,No,15,Cash,Every 3 Months,Young Adult
1873,43,Male,T-shirt,Clothing,62,Alaska,M,Lavender,Summer,4.3,No,Standard,No,No,24,Credit Card,Monthly,Senior
1874,64,Male,Sweater,Clothing,48,Wisconsin,XL,Red,Fall,2.6,No,Express,No,No,60,Bank Transfer,Weekly,Middle-aged
1875,67,Male,Pants,Clothing,37,Indiana,L,Purple,Fall,3.5,No,Free Shipping,No,No,16,Cash,Weekly,Young Adult
1876,63,Male,Boots,Footwear,82,Tennessee,M,Brown,Winter,3.7,No,Next Day Air,No,No,6,Credit Card,Quarterly,Middle-aged
1877,54,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.5,No,Standard,No,No,21,Venmo,Quarterly,Adult
1878,69,Male,Gloves,Accessories,64,Pennsylvania,L,Pink,Fall,3.5,No,Express,No,No,3,Credit Card,Annually,Young Adult
1879,34,Male,Socks,Clothing,26,Oklahoma,L,Magenta,Summer,3.2,No,Store Pickup,No,No,5,Credit Card,Monthly,Senior
1880,56,Male,T-shirt,Clothing,32,Tennessee,L,Charcoal,Spring,3.4,No,Express,No,No,46,Cash,Bi-Weekly,Adult
1881,34,Male,Blouse,Clothing,36,New Jersey,L,Yellow,Fall,2.8,No,2-Day Shipping,No,No,8,Debit Card,Monthly,Senior
1882,58,Male,Blouse,Clothing,48,New Jersey,M,Red,Winter,4.3,No,Standard,No,No,14,Cash,Bi-Weekly,Middle-aged
